006.3.11090.17.0;Auvent station carburant - Courtenay;CE;Centre ou District;CRTN;Courtenay;J;Auvent;Auvent station carburant;AUVENT;Gâtinais;;;;;;;;;;;;;48.05932064000001;3.0937718200000006
077.3.00560.03.0;Auvents de gare de péage ou de BPV - Val de Loing-Barrière;BA;Barrière pleine voie;VDLB;Val de Loing-Barrière;J;Auvent;Auvents de gare de péage ou de BPV;AUVENT;Gâtinais;;;;;;;;;;;;;48.17626365999999;2.7666938300000004
006.3.05025.22.0;Maxicabine - Fleury;BA;Barrière pleine voie;FLRY;Fleury;D;Bâtiments des gares de péage;Maxicabine;BATGEN;Gâtinais;RDC;20.0;;;;;;;;;;;48.42586521999997;2.54030734
006.3.07280.25.0;Bureaux de District - Nemours;CE;Centre ou District;NMRS;Nemours;A;Bâtiments administratifs, bureaux et sociaux;Bureaux de District;BATGEN;Gâtinais;RDC;150.0;;;;;;;;;;;48.26756399000001;2.71623611
006.3.39125.07.0;Hangar à sel - Mâcon-Sud;PA;Point d'appui;MASU;Mâcon-Sud;C;Bâtiments d'exploitation;Hangar à sel;STOCK;Val De Saone;RDC;0.0;;;;;;;;;;;46.28259623000001;4.791618884
006.1.31130.02.0;Sanitaires clients indépendants - Beaune - Tailly;AS;Aire de service;BTAI;Beaune - Tailly;E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Centre Bourgogne;RDC;10.0;;;;;;;;;;;46.97134719000001;4.83563185
031.1.02560.02.0;Sanitaires clients indépendants - Gevrey - Chambertin (E);AS;Aire de service;GECH;Gevrey - Chambertin (E);E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Dijonnais;RDC;10.0;;;;;;;;;;;47.22179609999998;5.01106307
036.1.16040.01.0;Sanitaires clients indépendants - Dole Romange;AS;Aire de service;DORO;Dole Romange;E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Comtois;RDC;10.0;;;;;;;;;;;47.14912927999998;5.582428570000001
040.2.13090.02.0;Sanitaires clients indépendants - Ceignes Cerdon;AS;Aire de service;CCER;Ceignes Cerdon;E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Haut Bugey;RDC;10.0;;;;;;;;;;;46.11638508999999;5.4928240200000005
031.3.21480.03.0;Bât. bureau GN / BRI - Allain;CE;Centre ou District;ALLN;Allain;B;Bâtiments et locaux affectés aux forces de l'ordre;Bât. bureau GN / BRI;BATGEN;Lorraine;RDC;170.55;;;;;;;;;;;48.540519121;5.90832928
042.2.01630.02.0;Sanitaires clients indépendants - Lyon-Montluel;AS;Aire de service;LYML;Lyon-Montluel;E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Ain;RDC;10.0;;;;;;;;;;;45.84570909999999;5.070405600000001
042.1.01630.02.0;Sanitaires clients indépendants - Dagneux;AS;Aire de service;DGNX;Dagneux;E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Ain;RDC;10.0;;;;;;;;;;;45.84284662999998;5.070335859999999
040.2.18860.09.0;Garage PL - St.Genis-sur-Menthon;PA;Point d'appui;SGSM;St.Genis-sur-Menthon;C;Bâtiments d'exploitation;Garage PL;BATGEN;Ain;RDC;250.0;;;;;;;;;;;46.271654240999986;5.0168422920000015
039.3.10880.03.0;Locaux techniques - Le Miroir;GA;Gare;MIRO;Le Miroir;D;Bâtiments des gares de péage;Locaux techniques dédiés au péage;LTECH;Jura;RDC;71.0;;;;;;;;;;;46.547269236999995;5.326685240999999
039.3.00590.12.0;Locaux techniques - Chevigny Saint Sauveur;CE;Centre ou District;CSSA;Chevigny Saint Sauveur;F;Locaux techniques du réseau;Locaux techniques indépendants ;LTECH;Dijonnais;RDC;8.0;;;;;;;;;;;47.28041729999999;5.1365301
031.1.16200.02.0;Locaux techniques - Robécourt;GA;Gare;ROBE;Robécourt;D;Bâtiments des gares de péage;Locaux techniques dédiés au péage;LTECH;Lorraine;RDC;10.0;;;;;;;;;;;48.14483335699998;5.688852983
036.2.13750.01.0;Auvents sur sanitaire - Le Bois de Servole;AR;Aire de repos;LBDS;Le Bois de Servole;J;Auvent;Auvents sur sanitaire;AUVENT;Comtois;;;;;;;;;;;;;47.213984719999985;5.854934980000001
031.3.14000.02.1;Sanitaires clients intégrés  - Montigny-Le-Roi;GA;Gare;MROI;Montigny-Le-Roi;E;Edicules sanitaires publics;Sanitaires clients intégrés ;SANIT;Champagne;RDC;4.0;;;;;;;;;;;47.997356479999986;5.511796620000001
040.3.15656.09.0;LTV ou LTS - Bourg-En-Bresse;CE;Centre ou District;BOSU;Bourg-En-Bresse;D;Bâtiments des gares de péage;LTV ou LTS;BATGEN;Ain;RDC;235.0;;;;;;;;;;;46.14534485399999;5.286680531000001
005.3.11510.01.0;Locaux techniques - Torvilliers;GA;Gare;TORV;Torvilliers;D;Bâtiments des gares de péage;Locaux techniques dédiés au péage;LTECH;Champagne;RDC;155.0;;;;;;;;;;;48.28456794399999;3.9657044430000004
005.1.17240.01.0;Locaux techniques - Section courante;TR;Tracé;SCOU;Section courante;F;Locaux techniques du réseau;Locaux techniques indépendants ;LTECH;Champagne;RDC;17.0;;;;;;;;;;;48.14046236000001;4.619571314999999
006.1.12290.00.0;Locaux techniques - La Réserve;AS;Aire de service;RESE;La Réserve;F;Locaux techniques du réseau;Locaux techniques indépendants ;LTECH;Gâtinais;RDC;2.7;;;;;;;;;;;47.97398003736355;3.197001479002002
006.2.13220.01.0;Auvent services sur aires - La Loupière;AR;Aire de repos;LOUP;La Loupière;J;Auvent;Auvent services sur aires;AUVENT;Morvan;;;;;;;;;;;;;47.91938634;3.2870698700000003
006.3.15360.14.0;Locaux techniques - Auxerre;CE;Centre ou District;AUNO;Auxerre;F;Locaux techniques du réseau;Locaux techniques indépendants ;LTECH;Morvan;;;;;;;;;;;;;47.851348390000005;3.5468760099999996
046.3.01641.06.0;Hangar à sel - Mionnay;PA;Point d'appui;MION;Mionnay;C;Bâtiments d'exploitation;Hangar à sel;STOCK;Villefranche;RDC;0.0;;;;;;;;;;;45.882907023999984;4.8978004749999995
031.3.14000.06.0;Hangar à sel - Montigny-Le-Roi;GA;Gare;MROI;Montigny-Le-Roi;C;Bâtiments d'exploitation;Hangar à sel;STOCK;Champagne;RDC;0.0;;;;;;;;;;;47.997722630000005;5.51294461
031.1.18230.02.0;Sanitaires clients indépendants - Sandaucourt - Les Rappes;AS;Aire de service;SARA;Sandaucourt - Les Rappes;E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Lorraine;RDC;10.0;;;;;;;;;;;48.268966409999976;5.864012240000001
071.1.30430.02.0;Sanitaires clients indépendants - L'Allier (Doyet);AS;Aire de service;ALDO;L'Allier (Doyet);E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Auvergne;RDC;10.0;;;;;;;;;;;46.354169340000006;2.80482143
006.1.25540.01.0;Sanitaires clients indépendants - Le Chien Blanc;AS;Aire de service;CHBL;Le Chien Blanc;E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Morvan;RDC;10.0;;;;;;;;;;;47.31656026999999;4.494394509999999
042.2.00974.04.0;Locaux techniques - Beynost;BA;Barrière pleine voie;BNST;Beynost;F;Locaux techniques du réseau;Locaux techniques indépendants ;LTECH;Ain;RDC;17.0;;;;;;;;;;;45.821245632999975;4.993346527
039.2.11500.01.0;Sanitaires clients indépendants - Non renseigné;AR;Aire de repos;XXXX;Non renseigné;E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Jura;RDC;42.0;;;;;;;;;;;46.49547866999998;5.316353440000001
036.1.16040.00.0;Sanitaires clients indépendants - Dole Romange;AS;Aire de service;DORO;Dole Romange;E;Edicules sanitaires publics;Sanitaires clients indépendants;SANIT;Comtois;RDC;60.0;;;;;;;;;;;47.14912566599999;5.582750068999999
006.1.14960.01.0;Auvent services sur aires - La Biche;AR;Aire de repos;LBIC;La Biche;J;Auvent;Auvent services sur aires;AUVENT;Morvan;;;;;;;;;;;;;47.865340436999986;3.4968964870000003
